,id,alias,name,description,subscriptionCount,subscribed,notificationType,read,createdAt,updatedAt,canPost,ignorePost,invisible,isSchool,userSchool,fullyAnonymous,canUseNickname,canUseSchool,postThumbnail,shouldCategorized,shouldPostCategorized,hasPostCategories,titlePlaceholder,postTitlePlaceholder,ipCountryCondition,subcategories,topics,nsfw,mediaThreshold,limitCountries,limitStage,availableLayouts,heroImage,logo,postCount,favorite,isPersonaPage,isFeaturedPage,enablePrivateMessage,restrictIdentityOnComment,enableSelectedPosts,displaySelectedPostsTab,allowModManageSelectedPosts,displayGroupChatEntry,enableHintedValidations,enableEditedHistory
283,a255fb97-4199-4bd0-9b28-1ec2c0d2f382,travel,旅遊,旅遊板歡迎分享你的旅行紀錄或是國內外自由行、背包客心得、打工度假、機票購買等經驗，或是有什麼國內外不可錯過的旅遊景點也歡迎發文分享哦！,394852,False,,False,2020-02-04T07:37:53.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'large'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['精選', '臺灣', '日韓', '亞洲', '歐美']","['畢旅', '自由行', '賞楓', '海外志工', '台灣秘境', '臥鋪火車', '獨旅', '飛機餐', '沙發衝浪', '韓國', '穿旗袍遊台南', '首爾', '自由行', '展覽', '畢旅', '泰國浴', '泰國', '環島', '景點', '郵輪', '網卡', '香港自由行', '地鐵', '遊記', '大阪', '青年旅舍', '旅行社', '跟團', '行李箱', '租車', '機票', '護照', '簽證', '打工度假', '廉航', '打工換宿']",False,{},[],0,"['classic', 'link', 'image', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/0287c747-1a5c-4029-9333-7c60150f6eed/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/e41ed51a-ecf9-4d39-9259-4bcc0dbc8465/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1623},False,False,False,False,False,False,False,False,False,False,True
327,9b5213d6-4427-4a3c-b788-efa19493631c,fitness,健身,歡迎來到健身板，這裡可以討論各種健身大小事，不管是重訓技巧、飲食控制或是健身心得，發文前請詳閱板規，標題使用#做分類，讓板友可以方便搜尋。,388787,False,,False,2020-02-04T07:45:13.573Z,2022-11-25T03:29:43.003Z,True,False,False,False,,False,True,True,{'size': 'small'},True,True,True,發文記得加入「話題」分類喲！,標題請新增分類👉#問題、#請益、#討論、#心得、#閒聊、#情報,{},['精選'],"['減脂', '乳清', '增肌', '健身器材', '健身房', '重訓', '臥推', '熱量', '啞鈴', '有氧', '深蹲', '減重', '蛋白質', '伏地挺身', '胸肌', '健美', '腹肌', '肌肉']",False,{},[],0,"['classic', 'ecSharing']","{'url': 'https://megapx-assets.dcard.tw/images/0afe425a-b179-406d-a7fe-461d196f3e1e/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/131d8889-90d7-4853-adc9-f2297c17323d/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 589},False,False,False,True,False,True,True,True,False,False,True
342,817d71bb-ebdf-4326-b8aa-10df4fcdf03a,savemoney,省錢,"禁止張貼徵求文、交換文、抽獎文。
發文前，看一下板規",347748,False,,False,2020-02-04T07:47:43.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,,"{'exclude': [], 'include': []}",[],"['優惠', '已兌換', '買一送一', '生日優惠', '折價券', '折扣碼']",False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/a5d488c2-9b05-4b1f-8348-221be4b2ef73/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/f9adcb6a-ca82-4741-b457-7ab2118aa89f/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 2062},False,False,False,True,True,False,False,False,False,False,True
338,42bfdc63-8601-4e87-b53c-53d831caa2cf,apple,Apple,"請務必看完版規再發文及討論
在此版發文及討論視同同意版規",337702,False,,False,2020-02-04T07:47:03.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,標題,"{'exclude': [], 'include': []}",[],"['iPhone', '請益', 'iPad', 'Mac', 'Watch', '教學', 'TV', 'WWDC', '發表會', 'AppleLearn', 'AppleWork', 'BTS', 'MacBook', '配件', 'iOS', 'Ipadair4', 'applepencil', '保護殼', 'ipad', 'iphone', '筆電', 'apple']",False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/f2613a1f-19a5-4e0d-8120-082f7bbed602/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/9a259447-9344-41d7-8d99-c81ed7aed21a/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1024},False,False,False,False,False,False,False,False,False,False,True
238,b5b2653a-6304-4564-9ea0-a4cec0be7aee,rainbow,彩虹,Love Wins！專屬彩虹（LGBT）們的討論板，在這裡可以用最無壓力的方式分享你們的故事。,337040,False,,False,2020-02-04T07:30:23.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,True,True,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['心情', '議題']","['微西斯', '高馬尾和長直髮', 'PPL', '早知道系列', 'Les', '天菜老師', '總在夜半消失的室友學長', '甲', 'TPL', '百合小說', '床上運動', '發情的公狗', 'Vincent', '告白', '直女', '師生戀', '交友軟體', '暖暖日常', '直男', '我們來認真的談一場戀愛', '喬薇', '長髮冰山學姐X短髮忠犬學妹', '出櫃', '性事', '姐姐很可愛', '同婚', '深櫃', '做愛', '天菜', '初吻', '跨性別', '無性戀']",False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/11289bd9-c722-4072-9e61-74b2184947fd/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/8cf206ab-0dd6-4b5b-92b0-56b1daeac943/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 2908},False,False,False,False,False,False,False,False,False,False,True
226,d5ee9d02-510e-4f81-96e9-ab59b56e21ca,buyonline,網路購物,"網路購物板主要提供線上購物之經驗分享與網購教學討論。
或是在網購前中後遇到問題也能在此發文尋求卡友的幫忙。",322301,False,,False,2020-02-04T07:28:23.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['教學', '發問', '集運', '心得']","['網購教學', '淘寶', '退貨', '蝦皮', '支付寶', '賣家', '集運運費', '官方集運', '私人集運', '購物金', '物流', '假貨']",False,{},[],0,"['classic', 'link', 'ecSharing']","{'url': 'https://megapx-assets.dcard.tw/images/5e683d3a-617a-4ea4-a076-1d9119aca9bf/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/c0a8a080-ab94-4289-9d96-3ac948672da9/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1599},False,False,False,False,False,False,False,False,False,False,True
284,275e0c11-82d0-43df-9606-502f5727716d,movie,電影,"注意：本板嚴禁標題爆雷，內文如有爆雷內容
1. 請於標題最前面加上 #有雷
2. 請在內文最前面做好防雷措施，避免預覽文字出現劇透
違規者將刪除文章。
本板提供電影影評或上映情報之相關分享，或國內外影展、電影獎項、推薦片單等話題討論。",321492,False,,False,2020-02-04T07:38:03.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},True,False,False,請記得話題加入「電影名稱」或其他相關分類喲！,,"{'exclude': [], 'include': []}","['精選', '情報', '電影', '臺灣', '韓國', '歐美', '日本', '中國']","['影評', 'MARVEL系列', '迪士尼', 'DC系列', '觀後感', '電影院', '奧斯卡獎', '預告片', '動畫', '真人版', '宮崎駿', '韓國電影', '日本電影', '歐美電影', '經典電影', '印度電影', '驚悚片', '紀錄片']",False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/5100ace3-10e5-40c8-bc68-727ff887daf6/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/67f1560a-56c0-4f2b-b9ec-47a2dcc9e0cd/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 274},False,False,False,True,False,False,False,False,False,False,True
242,14f573f5-3f02-4821-8e18-f561d7b7db91,entertainer,追星,"追星板提供討論、詢問、分享明星藝人的相關話題。
國內外藝人的最新資訊也歡迎在此發表，小心被各種安利文圈粉囉！
發文、留言前請詳閱置頂板規喔～",320269,False,,False,2020-02-04T07:31:03.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},True,True,True,發文記得加入「話題」分類喲！,,{},[],"['EXO', 'Apink', 'ITZY', '周子瑜', 'SEVENTEEN', '手燈', 'NCT', '賴冠霖', 'AB6IX', 'IU', '武林', 'BTS', 'YouTuber', '專輯', 'TWICE', '王一博', 'MAMAMOO', '韓星', 'GOT7', '姜丹尼爾', 'PRODUCEX101', '防彈少年團', 'RedVelvet', 'IZONE', 'GFRIEND', 'BTOB', 'Somi', 'StrayKids', 'IOI', '曹承衍', 'AB6IX', 'NUEST', 'SuperJunior']",False,{},[],0,"['classic', 'link', 'image', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/e5d3c645-77ef-443b-bf61-81201b3c5cf9/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/c75cd7bd-50b2-46e3-bebc-641d978c30d3/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1203},False,False,False,False,False,False,False,False,False,False,True
221,62268850-d2b4-4c21-a7a3-26e71702a276,hairsalon,美髮,美髮板提供各種美髮心得、染燙髮經驗分享、保養技巧等討論！,315728,False,,False,2020-02-04T07:27:33.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],"['短髮', '燙髮', '剪髮', '護髮油', '編髮造型', '染髮', '洗髮乳', '吹風機', '護髮', '潤髮乳']",False,{},[],0,"['classic', 'image', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/4725eaff-fd9c-488d-9e11-cf05895a5027/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/afc6beea-7617-4dbc-8127-731340ba7bc5/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1596},False,False,False,False,False,False,False,False,False,False,True
274,d7db42a8-bedb-4ea2-96a7-c9034f4dd89a,cooking,烹飪,"歡迎大家分享以下內容：
1. 自己的手做料理
2. 料理問題提問
料理提問請具備足夠條件
讓大家能夠幫你解決
請勿伸手牌",307190,False,,False,2020-02-04T07:36:23.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,True,,發文前請先瞭解版規規定喔,"{'exclude': [], 'include': []}",[],"['料理', '提問', '廚具', '烹飪', '食譜', '小資料理']",False,{},[],0,"['classic', 'link', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/85e30cf2-d9ec-48f6-8895-92d259b563c5/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/791be1a0-d27d-45d9-81a8-e7a666588632/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 154},False,False,False,True,False,False,False,False,False,False,True
236,f11e8d02-6756-4376-9db3-e1cca4d2a66c,marriage,結婚,無論是還沒有要結婚、正在結婚的路上、婚姻的酸甜苦辣...等，都可以在結婚板分享交流，讓 Dcard 陪你一起結婚吧！,300996,False,,False,2020-02-04T07:30:03.573Z,2022-09-13T07:24:13.488Z,True,False,False,False,,True,True,True,{'size': 'small'},False,False,True,,請按照版規格式發文，嚴禁業配。,{},[],"['婚姻生活', 'OhMyWedding', '寶寶日記', '婚紗', '海外婚禮', '婚禮小物', '我是媽媽', '聘金', '求婚', '懷孕', '裸婚', '外遇']",False,{},[],0,"['classic', 'poll']","{'url': 'https://megapx-assets.dcard.tw/images/a366d316-3458-4123-9091-929ee1fe884b/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/eb5ab644-4eb2-403c-aa89-1494d06f472e/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 620},False,False,False,False,False,True,True,True,False,False,True
285,ba0145a2-adff-4229-9a84-9b26ebd2f7f0,tvepisode,戲劇綜藝,戲劇綜藝板提供分享戲劇節目、電視綜藝、八點擋等心得，最新國內外熱門綜藝推薦也可在此發文討論！,285320,False,,False,2020-02-04T07:38:13.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},True,False,False,請記得在話題加入「戲劇名稱」或其他相關分類喲！,,"{'exclude': [], 'include': []}","['美劇', '韓劇', '日劇', '台劇', '陸劇']","['netflix', '木曜4超玩', '綜藝玩很大', '八點檔', '台劇', '後宮甄嬛傳', '植劇場', '日劇', '韓劇', '美劇', '陸劇', '泰劇', '韓綜', '日綜', '台綜', '陸綜', '偶像劇', 'RunningMan']",False,{},[],0,"['classic', 'link', 'video']","{'url': 'https://megapx-assets.dcard.tw/images/643a503c-cbc0-460c-942f-faff3fca121b/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/160cdad7-b98c-45c0-8fbf-2d0f87a6d6cc/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 323},False,False,False,False,False,False,False,False,False,False,True
272,37a78696-f6a6-48ec-a19f-688f799a2aed,marvel,靈異,靈異板提供分享關於自己或親友的驚奇、驚悚、超自然怪事經驗或自創靈異小說分享。,281756,False,,False,2020-02-04T07:36:03.573Z,2022-08-16T03:53:09.054Z,True,True,False,False,,False,True,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['親身經歷', '海龜湯', '連載']","['都市傳說', '廢墟探險', '佛牌', '護身符', '親身經歷', '海龜湯', '真實故事', '靈異板系列文']",False,{},[],0,['classic'],"{'url': 'https://megapx-assets.dcard.tw/images/106edc7e-f102-450e-963e-8ab044c0ecc2/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/de2de1d8-9212-4bab-a075-0102b2b00ce8/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 692},False,False,False,False,False,False,False,False,False,False,True
227,c573dca4-8afd-4c56-8c53-4402ead7bdad,boutique,精品,歡迎交流有關精品包包、小皮件、首飾、衣服、鞋子等商品，與到精品專櫃、精品店購物的過程分享。,268055,False,,False,2020-02-04T07:28:33.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,發文前請先瀏覽板規（尤其選手文），也請加上品牌/商品名呦～,"{'exclude': [], 'include': []}",[],"['開箱', '分享', '問題', '選手', '購物經驗', '情報', '代購', '問卷', '黑特', '公告', '人生第一個精品包', '包包', 'CHANEL', 'coach', '錢包', 'loewe', '皮夾', 'Gucci', 'Hermes']",False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/c6d3f02f-c678-42c8-a0b2-2ba6a3bfcd73/full.jpeg', 'type': 'image/jpeg', 'width': 1384, 'height': 461}","{'url': 'https://megapx-assets.dcard.tw/images/b569c55c-707a-4193-98bf-3a750fdecd56/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 308},False,False,False,True,False,True,True,True,False,False,True
405,3b3a9566-c6b1-43fd-9040-394b4bd2747d,female_sex,女孩西斯,"很高興有了女孩們討論私密心事的女孩西斯版，感謝當初發起的同學以及支持的同學們。
女性私密話題在Dcard一直是一個很尷尬的地帶，發在西斯版總是有被歪樓的可能性，而發在女孩版則是有部分的同學並不想看到關於西斯的內容，所以有了女孩西斯版女孩們就可以有一個適合的空間可以暢所欲言了。
希望女孩西斯版除了能夠分享關於女性西斯的內容外也能多多分享關於性知識、性教育等等的話題，作為一個正向教育的存在。

*最後特別感謝真理大學的同學為我們提供Miss Sex米西斯這麼可愛的名子(๑ơ ₃ ơ)♥️",261806,False,,False,2020-05-14T07:45:18.570Z,2022-08-16T03:53:09.054Z,True,True,True,False,,True,True,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],True,{},[],0,"['classic', 'link', 'ecSharing']","{'url': 'https://megapx-assets.dcard.tw/images/e96c4a83-2a73-479d-a442-ba8be26cd5f3/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/6d61a6a8-8ecb-4beb-b725-308cf4c94508/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 89},False,False,False,False,False,False,False,False,False,False,True
374,546b4c64-c37f-4907-adcb-cf37bda4ce8f,sex_literature,西斯文學,"透過文字，感受性與愛的美好。

＊希望這裡可以成為喜歡寫文章及看文章的人們自由的天地(*¯︶¯*)",250374,False,,False,2020-02-04T07:53:03.573Z,2022-08-16T03:53:09.054Z,True,True,True,False,,True,True,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],"['成人', '色情文學', '情色文學', '西斯文學']",True,"{'RACY': 1, 'ADULT': 1, 'VIOLENCE': 1}",[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/2e74c4f8-9f18-4174-ae65-020c131b180f/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/c35188c6-11f8-4ba4-b814-4055f87f8201/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 135},False,False,False,False,False,False,False,False,False,False,True
361,d43f33f9-873f-46b3-9f24-38c90056b96c,exam,考試,本板提供討論、分享各種考試心得，也歡迎提供你的考試經驗幫助更多人應考準備哦！,248540,False,,False,2020-02-04T07:50:53.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['轉學考', '國考', '重考', '考古題']","['登記分發', '指考', '重考生', '轉學考', '國考', '考古題', '參考書', '普考', '特考', '研究所', '夜校', '夜間部', '推甄', '學測', '統測', '指考', '成績單', '正取', '繁星', '申請', '補習班', '獨招']",False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/09b44f55-3bbd-46af-9655-8d5466bbf196/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/1277f351-cda6-4197-a238-bfce47f34dc2/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 921},False,False,False,False,False,False,False,False,False,False,True
